participant_id,joe_context,stimulus,condition,univ_judgment,excluded
R_6rOmpFR4YjwG0BX,Yes F,yes_line_F,1cut,0.0,False
R_eeMg8U5womHNF61,No 1,no_line_1,1cut,10.0,False
R_eeMg8U5womHNF61,No 2,no_line_2,1cut,41.0,False
R_eeMg8U5womHNF61,No 3,no_line_3,1cut,29.0,False
R_eeMg8U5womHNF61,Yes 1,yes_line_7,1cut,0.0,False
R_eeMg8U5womHNF61,Yes 2,yes_line_8,1cut,-9.0,False
R_eeMg8U5womHNF61,Yes 3,yes_line_9,1cut,5.0,False
R_eeMg8U5womHNF61,Yes 4,yes_line_10,1cut,-48.0,False
R_eeMg8U5womHNF61,New Yes 7,7esque,1cut,0.0,False
R_eeMg8U5womHNF61,New Yes 9,9esque,1cut,19.0,False
R_eeMg8U5womHNF61,New Yes 10,10esque,1cut,0.0,False
R_eeMg8U5womHNF61,Maybe 1,maybe_4,1cut,12.0,False
R_eeMg8U5womHNF61,Maybe 2,maybe_5,1cut,11.0,False
R_eeMg8U5womHNF61,Maybe 3,maybe_6,1cut,20.0,False
R_eeMg8U5womHNF61,New Maybe 1,new_maybe_1,1cut,25.0,False
R_eeMg8U5womHNF61,New Maybe 2,new_maybe_2,1cut,18.0,False
R_eeMg8U5womHNF61,New Maybe 3,new_maybe_3,1cut,15.0,False
R_eeMg8U5womHNF61,New Maybe 4,new_maybe_4,1cut,6.0,False
R_eeMg8U5womHNF61,New Maybe 5,new_maybe_5,1cut,11.0,False
R_eeMg8U5womHNF61,New Maybe 6,new_maybe_6,1cut,4.0,False
R_eeMg8U5womHNF61,No A,no_line_A,1cut,48.0,False
R_eeMg8U5womHNF61,No B,no_line_B,1cut,50.0,False
R_eeMg8U5womHNF61,No C,no_line_C,1cut,49.0,False
R_eeMg8U5womHNF61,No D,no_line_D,1cut,16.0,False
R_eeMg8U5womHNF61,Yes B,yes_line_B,1cut,11.0,False
R_eeMg8U5womHNF61,Yes C,yes_line_C,1cut,2.0,False
R_eeMg8U5womHNF61,Yes D,yes_line_D,1cut,9.0,False
R_eeMg8U5womHNF61,Yes E,yes_line_E,1cut,-29.0,False
R_eeMg8U5womHNF61,Yes F,yes_line_F,1cut,0.0,False
R_ufUR3Su9erPZhyp,No 1,no_line_1,1cut,50.0,False
R_ufUR3Su9erPZhyp,No 2,no_line_2,1cut,50.0,False
R_ufUR3Su9erPZhyp,No 3,no_line_3,1cut,30.0,False
R_ufUR3Su9erPZhyp,Yes 1,yes_line_7,1cut,-50.0,False
R_ufUR3Su9erPZhyp,Yes 2,yes_line_8,1cut,-50.0,False
R_ufUR3Su9erPZhyp,Yes 3,yes_line_9,1cut,-20.0,False
R_ufUR3Su9erPZhyp,Yes 4,yes_line_10,1cut,-50.0,False
R_ufUR3Su9erPZhyp,New Yes 7,7esque,1cut,-50.0,False
R_ufUR3Su9erPZhyp,New Yes 9,9esque,1cut,50.0,False
R_ufUR3Su9erPZhyp,New Yes 10,10esque,1cut,-50.0,False
R_ufUR3Su9erPZhyp,Maybe 1,maybe_4,1cut,50.0,False
R_ufUR3Su9erPZhyp,Maybe 2,maybe_5,1cut,30.0,False
R_ufUR3Su9erPZhyp,Maybe 3,maybe_6,1cut,30.0,False
R_ufUR3Su9erPZhyp,New Maybe 1,new_maybe_1,1cut,20.0,False
R_ufUR3Su9erPZhyp,New Maybe 2,new_maybe_2,1cut,15.0,False
R_ufUR3Su9erPZhyp,New Maybe 3,new_maybe_3,1cut,10.0,False
R_ufUR3Su9erPZhyp,New Maybe 4,new_maybe_4,1cut,-30.0,False
R_ufUR3Su9erPZhyp,New Maybe 5,new_maybe_5,1cut,-40.0,False
R_ufUR3Su9erPZhyp,New Maybe 6,new_maybe_6,1cut,-10.0,False
R_ufUR3Su9erPZhyp,No A,no_line_A,1cut,50.0,False
R_ufUR3Su9erPZhyp,No B,no_line_B,1cut,50.0,False
R_ufUR3Su9erPZhyp,No C,no_line_C,1cut,50.0,False
R_ufUR3Su9erPZhyp,No D,no_line_D,1cut,30.0,False
R_ufUR3Su9erPZhyp,Yes B,yes_line_B,1cut,20.0,False
R_ufUR3Su9erPZhyp,Yes C,yes_line_C,1cut,-10.0,False
R_ufUR3Su9erPZhyp,Yes D,yes_line_D,1cut,-10.0,False
R_ufUR3Su9erPZhyp,Yes E,yes_line_E,1cut,-50.0,False
R_ufUR3Su9erPZhyp,Yes F,yes_line_F,1cut,10.0,False
R_2dMWycJ8dauXSdx,No 1,no_line_1,1cut,11.0,False
R_2dMWycJ8dauXSdx,No 2,no_line_2,1cut,0.0,False
R_2dMWycJ8dauXSdx,No 3,no_line_3,1cut,30.0,False
R_2dMWycJ8dauXSdx,Yes 1,yes_line_7,1cut,-25.0,False
R_2dMWycJ8dauXSdx,Yes 2,yes_line_8,1cut,-50.0,False
R_2dMWycJ8dauXSdx,Yes 3,yes_line_9,1cut,-29.0,False
R_2dMWycJ8dauXSdx,Yes 4,yes_line_10,1cut,-50.0,False
R_2dMWycJ8dauXSdx,New Yes 7,7esque,1cut,-50.0,False
R_2dMWycJ8dauXSdx,New Yes 9,9esque,1cut,9.0,False
R_2dMWycJ8dauXSdx,New Yes 10,10esque,1cut,-48.0,False
R_2dMWycJ8dauXSdx,Maybe 1,maybe_4,1cut,50.0,False
R_2dMWycJ8dauXSdx,Maybe 2,maybe_5,1cut,15.0,False
R_2dMWycJ8dauXSdx,Maybe 3,maybe_6,1cut,19.0,False
R_2dMWycJ8dauXSdx,New Maybe 1,new_maybe_1,1cut,30.0,False
R_2dMWycJ8dauXSdx,New Maybe 2,new_maybe_2,1cut,30.0,False
R_2dMWycJ8dauXSdx,New Maybe 3,new_maybe_3,1cut,13.0,False
R_2dMWycJ8dauXSdx,New Maybe 4,new_maybe_4,1cut,9.0,False
R_2dMWycJ8dauXSdx,New Maybe 5,new_maybe_5,1cut,-44.0,False
R_2dMWycJ8dauXSdx,New Maybe 6,new_maybe_6,1cut,5.0,False
R_2dMWycJ8dauXSdx,No A,no_line_A,1cut,40.0,False
R_2dMWycJ8dauXSdx,No B,no_line_B,1cut,50.0,False
R_2dMWycJ8dauXSdx,No C,no_line_C,1cut,50.0,False
R_2dMWycJ8dauXSdx,No D,no_line_D,1cut,32.0,False
R_2dMWycJ8dauXSdx,Yes B,yes_line_B,1cut,33.0,False
R_2dMWycJ8dauXSdx,Yes C,yes_line_C,1cut,26.0,False
R_2dMWycJ8dauXSdx,Yes D,yes_line_D,1cut,11.0,False
R_2dMWycJ8dauXSdx,Yes E,yes_line_E,1cut,-50.0,False
R_2dMWycJ8dauXSdx,Yes F,yes_line_F,1cut,-9.0,False
R_3mk0cu2a0kcfaSa,No 1,no_line_1,1cut,-10.0,False
R_3mk0cu2a0kcfaSa,No 2,no_line_2,1cut,20.0,False
R_3mk0cu2a0kcfaSa,No 3,no_line_3,1cut,-31.0,False
R_3mk0cu2a0kcfaSa,Yes 1,yes_line_7,1cut,-50.0,False
R_3mk0cu2a0kcfaSa,Yes 2,yes_line_8,1cut,-43.0,False
R_3mk0cu2a0kcfaSa,Yes 3,yes_line_9,1cut,-33.0,False
R_3mk0cu2a0kcfaSa,Yes 4,yes_line_10,1cut,-50.0,False
R_3mk0cu2a0kcfaSa,New Yes 7,7esque,1cut,-5.0,False
R_3mk0cu2a0kcfaSa,New Yes 9,9esque,1cut,31.0,False
R_3mk0cu2a0kcfaSa,New Yes 10,10esque,1cut,-13.0,False
R_3mk0cu2a0kcfaSa,Maybe 1,maybe_4,1cut,50.0,False
R_3mk0cu2a0kcfaSa,Maybe 2,maybe_5,1cut,37.0,False
R_3mk0cu2a0kcfaSa,Maybe 3,maybe_6,1cut,20.0,False
R_3mk0cu2a0kcfaSa,New Maybe 1,new_maybe_1,1cut,-9.0,False
R_3mk0cu2a0kcfaSa,New Maybe 2,new_maybe_2,1cut,29.0,False
R_3mk0cu2a0kcfaSa,New Maybe 3,new_maybe_3,1cut,12.0,False
R_3mk0cu2a0kcfaSa,New Maybe 4,new_maybe_4,1cut,-31.0,False
R_3mk0cu2a0kcfaSa,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_3mk0cu2a0kcfaSa,New Maybe 6,new_maybe_6,1cut,-30.0,False
R_3mk0cu2a0kcfaSa,No A,no_line_A,1cut,50.0,False
R_3mk0cu2a0kcfaSa,No B,no_line_B,1cut,47.0,False
R_3mk0cu2a0kcfaSa,No C,no_line_C,1cut,50.0,False
R_3mk0cu2a0kcfaSa,No D,no_line_D,1cut,50.0,False
R_3mk0cu2a0kcfaSa,Yes B,yes_line_B,1cut,-33.0,False
R_3mk0cu2a0kcfaSa,Yes C,yes_line_C,1cut,-25.0,False
R_3mk0cu2a0kcfaSa,Yes D,yes_line_D,1cut,-28.0,False
R_3mk0cu2a0kcfaSa,Yes E,yes_line_E,1cut,-50.0,False
R_3mk0cu2a0kcfaSa,Yes F,yes_line_F,1cut,-34.0,False
R_3GdfcgvTi8pXOSv,No 1,no_line_1,1cut,18.0,False
R_3GdfcgvTi8pXOSv,No 2,no_line_2,1cut,48.0,False
R_3GdfcgvTi8pXOSv,No 3,no_line_3,1cut,35.0,False
R_3GdfcgvTi8pXOSv,Yes 1,yes_line_7,1cut,-21.0,False
R_3GdfcgvTi8pXOSv,Yes 2,yes_line_8,1cut,-20.0,False
R_3GdfcgvTi8pXOSv,Yes 3,yes_line_9,1cut,-18.0,False
R_3GdfcgvTi8pXOSv,Yes 4,yes_line_10,1cut,-38.0,False
R_3GdfcgvTi8pXOSv,New Yes 7,7esque,1cut,-13.0,False
R_3GdfcgvTi8pXOSv,New Yes 9,9esque,1cut,31.0,False
R_3GdfcgvTi8pXOSv,New Yes 10,10esque,1cut,-9.0,False
R_3GdfcgvTi8pXOSv,Maybe 1,maybe_4,1cut,43.0,False
R_3GdfcgvTi8pXOSv,Maybe 2,maybe_5,1cut,29.0,False
R_3GdfcgvTi8pXOSv,Maybe 3,maybe_6,1cut,36.0,False
R_3GdfcgvTi8pXOSv,New Maybe 1,new_maybe_1,1cut,12.0,False
R_3GdfcgvTi8pXOSv,New Maybe 2,new_maybe_2,1cut,31.0,False
R_3GdfcgvTi8pXOSv,New Maybe 3,new_maybe_3,1cut,-10.0,False
R_3GdfcgvTi8pXOSv,New Maybe 4,new_maybe_4,1cut,-12.0,False
R_3GdfcgvTi8pXOSv,New Maybe 5,new_maybe_5,1cut,-27.0,False
R_3GdfcgvTi8pXOSv,New Maybe 6,new_maybe_6,1cut,-6.0,False
R_3GdfcgvTi8pXOSv,No A,no_line_A,1cut,49.0,False
R_3GdfcgvTi8pXOSv,No B,no_line_B,1cut,47.0,False
R_3GdfcgvTi8pXOSv,No C,no_line_C,1cut,47.0,False
R_3GdfcgvTi8pXOSv,No D,no_line_D,1cut,23.0,False
R_3GdfcgvTi8pXOSv,Yes B,yes_line_B,1cut,-4.0,False
R_3GdfcgvTi8pXOSv,Yes C,yes_line_C,1cut,26.0,False
R_3GdfcgvTi8pXOSv,Yes D,yes_line_D,1cut,34.0,False
R_3GdfcgvTi8pXOSv,Yes E,yes_line_E,1cut,-38.0,False
R_3GdfcgvTi8pXOSv,Yes F,yes_line_F,1cut,-9.0,False
R_31pzf0Jx1WFjqlw,No 1,no_line_1,1cut,-50.0,False
R_31pzf0Jx1WFjqlw,No 2,no_line_2,1cut,-39.0,False
R_31pzf0Jx1WFjqlw,No 3,no_line_3,1cut,-29.0,False
R_31pzf0Jx1WFjqlw,Yes 1,yes_line_7,1cut,-23.0,False
R_31pzf0Jx1WFjqlw,Yes 2,yes_line_8,1cut,-50.0,False
R_31pzf0Jx1WFjqlw,Yes 3,yes_line_9,1cut,-16.0,False
R_31pzf0Jx1WFjqlw,Yes 4,yes_line_10,1cut,-50.0,False
R_31pzf0Jx1WFjqlw,New Yes 7,7esque,1cut,-46.0,False
R_31pzf0Jx1WFjqlw,New Yes 9,9esque,1cut,37.0,False
R_31pzf0Jx1WFjqlw,New Yes 10,10esque,1cut,-39.0,False
R_31pzf0Jx1WFjqlw,Maybe 1,maybe_4,1cut,38.0,False
R_31pzf0Jx1WFjqlw,Maybe 2,maybe_5,1cut,19.0,False
R_31pzf0Jx1WFjqlw,Maybe 3,maybe_6,1cut,38.0,False
R_31pzf0Jx1WFjqlw,New Maybe 1,new_maybe_1,1cut,-42.0,False
R_31pzf0Jx1WFjqlw,New Maybe 2,new_maybe_2,1cut,27.0,False
R_31pzf0Jx1WFjqlw,New Maybe 3,new_maybe_3,1cut,-33.0,False
R_31pzf0Jx1WFjqlw,New Maybe 4,new_maybe_4,1cut,-50.0,False
R_31pzf0Jx1WFjqlw,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_31pzf0Jx1WFjqlw,New Maybe 6,new_maybe_6,1cut,7.0,False
R_31pzf0Jx1WFjqlw,No A,no_line_A,1cut,50.0,False
R_31pzf0Jx1WFjqlw,No B,no_line_B,1cut,50.0,False
R_31pzf0Jx1WFjqlw,No C,no_line_C,1cut,50.0,False
R_31pzf0Jx1WFjqlw,No D,no_line_D,1cut,27.0,False
R_31pzf0Jx1WFjqlw,Yes B,yes_line_B,1cut,-46.0,False
R_31pzf0Jx1WFjqlw,Yes C,yes_line_C,1cut,15.0,False
R_31pzf0Jx1WFjqlw,Yes D,yes_line_D,1cut,-25.0,False
R_31pzf0Jx1WFjqlw,Yes E,yes_line_E,1cut,-22.0,False
R_31pzf0Jx1WFjqlw,Yes F,yes_line_F,1cut,-23.0,False
R_1jNGHGsMwnv28ul,No 1,no_line_1,1cut,40.0,False
R_1jNGHGsMwnv28ul,No 2,no_line_2,1cut,42.0,False
R_1jNGHGsMwnv28ul,No 3,no_line_3,1cut,25.0,False
R_1jNGHGsMwnv28ul,Yes 1,yes_line_7,1cut,-25.0,False
R_1jNGHGsMwnv28ul,Yes 2,yes_line_8,1cut,0.0,False
R_1jNGHGsMwnv28ul,Yes 3,yes_line_9,1cut,20.0,False
R_1jNGHGsMwnv28ul,Yes 4,yes_line_10,1cut,22.0,False
R_1jNGHGsMwnv28ul,New Yes 7,7esque,1cut,0.0,False
R_1jNGHGsMwnv28ul,New Yes 9,9esque,1cut,-42.0,False
R_1jNGHGsMwnv28ul,New Yes 10,10esque,1cut,0.0,False
R_1jNGHGsMwnv28ul,Maybe 1,maybe_4,1cut,50.0,False
R_1jNGHGsMwnv28ul,Maybe 2,maybe_5,1cut,50.0,False
R_1jNGHGsMwnv28ul,Maybe 3,maybe_6,1cut,50.0,False
R_1jNGHGsMwnv28ul,New Maybe 1,new_maybe_1,1cut,50.0,False
R_1jNGHGsMwnv28ul,New Maybe 2,new_maybe_2,1cut,50.0,False
R_1jNGHGsMwnv28ul,New Maybe 3,new_maybe_3,1cut,38.0,False
R_1jNGHGsMwnv28ul,New Maybe 4,new_maybe_4,1cut,23.0,False
R_1jNGHGsMwnv28ul,New Maybe 5,new_maybe_5,1cut,-18.0,False
R_1jNGHGsMwnv28ul,New Maybe 6,new_maybe_6,1cut,11.0,False
R_1jNGHGsMwnv28ul,No A,no_line_A,1cut,50.0,False
R_1jNGHGsMwnv28ul,No B,no_line_B,1cut,50.0,False
R_1jNGHGsMwnv28ul,No C,no_line_C,1cut,50.0,False
R_1jNGHGsMwnv28ul,No D,no_line_D,1cut,50.0,False
R_1jNGHGsMwnv28ul,Yes B,yes_line_B,1cut,24.0,False
R_1jNGHGsMwnv28ul,Yes C,yes_line_C,1cut,30.0,False
R_1jNGHGsMwnv28ul,Yes D,yes_line_D,1cut,27.0,False
R_1jNGHGsMwnv28ul,Yes E,yes_line_E,1cut,-50.0,False
R_1jNGHGsMwnv28ul,Yes F,yes_line_F,1cut,6.0,False
R_2Et5O1r8XPyRY5g,No 1,no_line_1,1cut,-15.0,False
R_2Et5O1r8XPyRY5g,No 2,no_line_2,1cut,45.0,False
R_2Et5O1r8XPyRY5g,No 3,no_line_3,1cut,30.0,False
R_2Et5O1r8XPyRY5g,Yes 1,yes_line_7,1cut,-45.0,False
R_2Et5O1r8XPyRY5g,Yes 2,yes_line_8,1cut,-41.0,False
R_2Et5O1r8XPyRY5g,Yes 3,yes_line_9,1cut,-40.0,False
R_2Et5O1r8XPyRY5g,Yes 4,yes_line_10,1cut,-50.0,False
R_2Et5O1r8XPyRY5g,New Yes 7,7esque,1cut,-50.0,False
R_2Et5O1r8XPyRY5g,New Yes 9,9esque,1cut,-30.0,False
R_2Et5O1r8XPyRY5g,New Yes 10,10esque,1cut,-45.0,False
R_2Et5O1r8XPyRY5g,Maybe 1,maybe_4,1cut,50.0,False
R_2Et5O1r8XPyRY5g,Maybe 2,maybe_5,1cut,-25.0,False
R_2Et5O1r8XPyRY5g,Maybe 3,maybe_6,1cut,-5.0,False
R_2Et5O1r8XPyRY5g,New Maybe 1,new_maybe_1,1cut,-10.0,False
R_2Et5O1r8XPyRY5g,New Maybe 2,new_maybe_2,1cut,-6.0,False
R_2Et5O1r8XPyRY5g,New Maybe 3,new_maybe_3,1cut,-40.0,False
R_2Et5O1r8XPyRY5g,New Maybe 4,new_maybe_4,1cut,-25.0,False
R_2Et5O1r8XPyRY5g,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_2Et5O1r8XPyRY5g,New Maybe 6,new_maybe_6,1cut,-30.0,False
R_2Et5O1r8XPyRY5g,No A,no_line_A,1cut,50.0,False
R_2Et5O1r8XPyRY5g,No B,no_line_B,1cut,50.0,False
R_2Et5O1r8XPyRY5g,No C,no_line_C,1cut,50.0,False
R_2Et5O1r8XPyRY5g,No D,no_line_D,1cut,10.0,False
R_2Et5O1r8XPyRY5g,Yes B,yes_line_B,1cut,15.0,False
R_2Et5O1r8XPyRY5g,Yes C,yes_line_C,1cut,3.0,False
R_2Et5O1r8XPyRY5g,Yes D,yes_line_D,1cut,-44.0,False
R_2Et5O1r8XPyRY5g,Yes E,yes_line_E,1cut,-50.0,False
R_2Et5O1r8XPyRY5g,Yes F,yes_line_F,1cut,-45.0,False
R_CZz6qgVfnScHiq5,No 1,no_line_1,1cut,-21.0,False
R_CZz6qgVfnScHiq5,No 2,no_line_2,1cut,-31.0,False
R_CZz6qgVfnScHiq5,No 3,no_line_3,1cut,37.0,False
R_CZz6qgVfnScHiq5,Yes 1,yes_line_7,1cut,-33.0,False
R_CZz6qgVfnScHiq5,Yes 2,yes_line_8,1cut,-9.0,False
R_CZz6qgVfnScHiq5,Yes 3,yes_line_9,1cut,-19.0,False
R_CZz6qgVfnScHiq5,Yes 4,yes_line_10,1cut,-31.0,False
R_CZz6qgVfnScHiq5,New Yes 7,7esque,1cut,-16.0,False
R_CZz6qgVfnScHiq5,New Yes 9,9esque,1cut,0.0,False
R_CZz6qgVfnScHiq5,New Yes 10,10esque,1cut,-5.0,False
R_CZz6qgVfnScHiq5,Maybe 1,maybe_4,1cut,11.0,False
R_CZz6qgVfnScHiq5,Maybe 2,maybe_5,1cut,7.0,False
R_CZz6qgVfnScHiq5,Maybe 3,maybe_6,1cut,12.0,False
R_CZz6qgVfnScHiq5,New Maybe 1,new_maybe_1,1cut,-17.0,False
R_CZz6qgVfnScHiq5,New Maybe 2,new_maybe_2,1cut,7.0,False
R_CZz6qgVfnScHiq5,New Maybe 3,new_maybe_3,1cut,-35.0,False
R_CZz6qgVfnScHiq5,New Maybe 4,new_maybe_4,1cut,-21.0,False
R_CZz6qgVfnScHiq5,New Maybe 5,new_maybe_5,1cut,-33.0,False
R_CZz6qgVfnScHiq5,New Maybe 6,new_maybe_6,1cut,-9.0,False
R_CZz6qgVfnScHiq5,No A,no_line_A,1cut,41.0,False
R_CZz6qgVfnScHiq5,No B,no_line_B,1cut,41.0,False
R_CZz6qgVfnScHiq5,No C,no_line_C,1cut,38.0,False
R_CZz6qgVfnScHiq5,No D,no_line_D,1cut,10.0,False
R_CZz6qgVfnScHiq5,Yes B,yes_line_B,1cut,-33.0,False
R_CZz6qgVfnScHiq5,Yes C,yes_line_C,1cut,-15.0,False
R_CZz6qgVfnScHiq5,Yes D,yes_line_D,1cut,-7.0,False
R_CZz6qgVfnScHiq5,Yes E,yes_line_E,1cut,-35.0,False
R_CZz6qgVfnScHiq5,Yes F,yes_line_F,1cut,-16.0,False
R_3nBCqCUtqVFTrI0,No 1,no_line_1,1cut,23.0,False
R_3nBCqCUtqVFTrI0,No 2,no_line_2,1cut,12.0,False
R_3nBCqCUtqVFTrI0,No 3,no_line_3,1cut,12.0,False
R_3nBCqCUtqVFTrI0,Yes 1,yes_line_7,1cut,0.0,False
R_3nBCqCUtqVFTrI0,Yes 2,yes_line_8,1cut,21.0,False
R_3nBCqCUtqVFTrI0,Yes 3,yes_line_9,1cut,10.0,False
R_3nBCqCUtqVFTrI0,Yes 4,yes_line_10,1cut,-40.0,False
R_3nBCqCUtqVFTrI0,New Yes 7,7esque,1cut,4.0,False
R_3nBCqCUtqVFTrI0,New Yes 9,9esque,1cut,-20.0,False
R_3nBCqCUtqVFTrI0,New Yes 10,10esque,1cut,-26.0,False
R_3nBCqCUtqVFTrI0,Maybe 1,maybe_4,1cut,22.0,False
R_3nBCqCUtqVFTrI0,Maybe 2,maybe_5,1cut,-9.0,False
R_3nBCqCUtqVFTrI0,Maybe 3,maybe_6,1cut,9.0,False
R_3nBCqCUtqVFTrI0,New Maybe 1,new_maybe_1,1cut,-29.0,False
R_3nBCqCUtqVFTrI0,New Maybe 2,new_maybe_2,1cut,10.0,False
R_3nBCqCUtqVFTrI0,New Maybe 3,new_maybe_3,1cut,-9.0,False
R_3nBCqCUtqVFTrI0,New Maybe 4,new_maybe_4,1cut,-20.0,False
R_3nBCqCUtqVFTrI0,New Maybe 5,new_maybe_5,1cut,-20.0,False
R_3nBCqCUtqVFTrI0,New Maybe 6,new_maybe_6,1cut,-15.0,False
R_3nBCqCUtqVFTrI0,No A,no_line_A,1cut,15.0,False
R_3nBCqCUtqVFTrI0,No B,no_line_B,1cut,31.0,False
R_3nBCqCUtqVFTrI0,No C,no_line_C,1cut,31.0,False
R_3nBCqCUtqVFTrI0,No D,no_line_D,1cut,24.0,False
R_3nBCqCUtqVFTrI0,Yes B,yes_line_B,1cut,-9.0,False
R_3nBCqCUtqVFTrI0,Yes C,yes_line_C,1cut,-8.0,False
R_3nBCqCUtqVFTrI0,Yes D,yes_line_D,1cut,-21.0,False
R_3nBCqCUtqVFTrI0,Yes E,yes_line_E,1cut,-47.0,False
R_3nBCqCUtqVFTrI0,Yes F,yes_line_F,1cut,32.0,False
R_XXOsEe77FrCYtd7,No 1,no_line_1,1cut,-40.0,False
R_XXOsEe77FrCYtd7,No 2,no_line_2,1cut,20.0,False
R_XXOsEe77FrCYtd7,No 3,no_line_3,1cut,-20.0,False
R_XXOsEe77FrCYtd7,Yes 1,yes_line_7,1cut,-50.0,False
R_XXOsEe77FrCYtd7,Yes 2,yes_line_8,1cut,-30.0,False
R_XXOsEe77FrCYtd7,Yes 3,yes_line_9,1cut,-10.0,False
R_XXOsEe77FrCYtd7,Yes 4,yes_line_10,1cut,10.0,False
R_XXOsEe77FrCYtd7,New Yes 7,7esque,1cut,0.0,False
R_XXOsEe77FrCYtd7,New Yes 9,9esque,1cut,20.0,False
R_XXOsEe77FrCYtd7,New Yes 10,10esque,1cut,20.0,False
R_XXOsEe77FrCYtd7,Maybe 1,maybe_4,1cut,50.0,False
R_XXOsEe77FrCYtd7,Maybe 2,maybe_5,1cut,30.0,False
R_XXOsEe77FrCYtd7,Maybe 3,maybe_6,1cut,0.0,False
R_XXOsEe77FrCYtd7,New Maybe 1,new_maybe_1,1cut,-30.0,False
R_XXOsEe77FrCYtd7,New Maybe 2,new_maybe_2,1cut,20.0,False
R_XXOsEe77FrCYtd7,New Maybe 3,new_maybe_3,1cut,20.0,False
R_XXOsEe77FrCYtd7,New Maybe 4,new_maybe_4,1cut,0.0,False
R_XXOsEe77FrCYtd7,New Maybe 5,new_maybe_5,1cut,0.0,False
R_XXOsEe77FrCYtd7,New Maybe 6,new_maybe_6,1cut,0.0,False
R_XXOsEe77FrCYtd7,No A,no_line_A,1cut,50.0,False
R_XXOsEe77FrCYtd7,No B,no_line_B,1cut,50.0,False
R_XXOsEe77FrCYtd7,No C,no_line_C,1cut,22.0,False
R_XXOsEe77FrCYtd7,No D,no_line_D,1cut,50.0,False
R_XXOsEe77FrCYtd7,Yes B,yes_line_B,1cut,0.0,False
R_XXOsEe77FrCYtd7,Yes C,yes_line_C,1cut,10.0,False
R_XXOsEe77FrCYtd7,Yes D,yes_line_D,1cut,10.0,False
R_XXOsEe77FrCYtd7,Yes E,yes_line_E,1cut,20.0,False
R_XXOsEe77FrCYtd7,Yes F,yes_line_F,1cut,10.0,False
R_PGapHcX7F2JrNlL,No 1,no_line_1,1cut,-20.0,False
R_PGapHcX7F2JrNlL,No 2,no_line_2,1cut,-20.0,False
R_PGapHcX7F2JrNlL,No 3,no_line_3,1cut,-30.0,False
R_PGapHcX7F2JrNlL,Yes 1,yes_line_7,1cut,-30.0,False
R_PGapHcX7F2JrNlL,Yes 2,yes_line_8,1cut,-50.0,False
R_PGapHcX7F2JrNlL,Yes 3,yes_line_9,1cut,-50.0,False
R_PGapHcX7F2JrNlL,Yes 4,yes_line_10,1cut,-50.0,False
R_PGapHcX7F2JrNlL,New Yes 7,7esque,1cut,-30.0,False
R_PGapHcX7F2JrNlL,New Yes 9,9esque,1cut,10.0,False
R_PGapHcX7F2JrNlL,New Yes 10,10esque,1cut,-50.0,False
R_PGapHcX7F2JrNlL,Maybe 1,maybe_4,1cut,50.0,False
R_PGapHcX7F2JrNlL,Maybe 2,maybe_5,1cut,-15.0,False
R_PGapHcX7F2JrNlL,Maybe 3,maybe_6,1cut,50.0,False
R_PGapHcX7F2JrNlL,New Maybe 1,new_maybe_1,1cut,10.0,False
R_PGapHcX7F2JrNlL,New Maybe 2,new_maybe_2,1cut,40.0,False
R_PGapHcX7F2JrNlL,New Maybe 3,new_maybe_3,1cut,-10.0,False
R_PGapHcX7F2JrNlL,New Maybe 4,new_maybe_4,1cut,-20.0,False
R_PGapHcX7F2JrNlL,New Maybe 5,new_maybe_5,1cut,-50.0,False
R_PGapHcX7F2JrNlL,New Maybe 6,new_maybe_6,1cut,-20.0,False
R_PGapHcX7F2JrNlL,No A,no_line_A,1cut,50.0,False
R_PGapHcX7F2JrNlL,No B,no_line_B,1cut,50.0,False
R_PGapHcX7F2JrNlL,No C,no_line_C,1cut,50.0,False
R_PGapHcX7F2JrNlL,No D,no_line_D,1cut,50.0,False
R_PGapHcX7F2JrNlL,Yes B,yes_line_B,1cut,-50.0,False
R_PGapHcX7F2JrNlL,Yes C,yes_line_C,1cut,-50.0,False
R_PGapHcX7F2JrNlL,Yes D,yes_line_D,1cut,-50.0,False
R_PGapHcX7F2JrNlL,Yes E,yes_line_E,1cut,-50.0,False
R_PGapHcX7F2JrNlL,Yes F,yes_line_F,1cut,-50.0,False
R_2bZQfabnPp5zGxV,No 1,no_line_1,1cut,30.0,False
R_2bZQfabnPp5zGxV,No 2,no_line_2,1cut,25.0,False
R_2bZQfabnPp5zGxV,No 3,no_line_3,1cut,31.0,False
R_2bZQfabnPp5zGxV,Yes 1,yes_line_7,1cut,36.0,False
R_2bZQfabnPp5zGxV,Yes 2,yes_line_8,1cut,-30.0,False
R_2bZQfabnPp5zGxV,Yes 3,yes_line_9,1cut,35.0,False
R_2bZQfabnPp5zGxV,Yes 4,yes_line_10,1cut,26.0,False
R_2bZQfabnPp5zGxV,New Yes 7,7esque,1cut,-24.0,False
R_2bZQfabnPp5zGxV,New Yes 9,9esque,1cut,16.0,False
R_2bZQfabnPp5zGxV,New Yes 10,10esque,1cut,-32.0,False
R_2bZQfabnPp5zGxV,Maybe 1,maybe_4,1cut,36.0,False
R_2bZQfabnPp5zGxV,Maybe 2,maybe_5,1cut,-39.0,False
