"subject.code","answer","context","condition","badness"
"R_28CDZMw1NDVmQbT",50,"No 2","no","original"
"R_28GSc0Rco68Uv5i",20,"No 2","no","original"
"R_2fepZ6v9IDKahaK",0,"No 2","no","original"
"R_2foL5HECX5qlmBQ",20,"No 2","no","original"
"R_2SAhsBTPpZ4VBGG",50,"No 2","no","original"
"R_2X6xFQ3Jhk2J4wJ",41,"No 2","no","original"
"R_2zAXnNMftbG4u74",42,"No 2","no","original"
"R_2ZIa35DvZmTCJd4",-5,"No 2","no","original"
"R_32OY3OC79dPgrDK",50,"No 2","no","original"
"R_32RX26yFG4ORMHK",50,"No 2","no","original"
"R_33wLlnO6rzqZJ6g",50,"No 2","no","original"
"R_3GvO1DJNWWclMBt",-10,"No 2","no","original"
"R_3jTcEaifOT97ZA3",50,"No 2","no","original"
"R_3KrmVnbAUYGSyit",50,"No 2","no","original"
"R_3MoDZiunbjMptzg",50,"No 2","no","original"
"R_3Rk1wdtJeBgqPQy",32,"No 2","no","original"
"R_3RqOHyZIxaJpwPQ",28,"No 2","no","original"
"R_4UD1SJ72Xn7NZfz",43,"No 2","no","original"
"R_AcCHryVM0Whjyfv",36,"No 2","no","original"
"R_DUYdwTpwljiCtWN",50,"No 2","no","original"
"R_pFMgJZTq21Ao6Dn",45,"No 2","no","original"
"R_sjbmtkmO0J9EwX7",46,"No 2","no","original"
"R_sOuiHjogNjYIyjv",50,"No 2","no","original"
"R_vYxLFO1RkAsm0ed",40,"No 2","no","original"
"R_WkEX8lBjn1LlF61",43,"No 2","no","original"
"R_XSaQ33BVtKt0VMJ",40,"No 2","no","original"
"R_yKpMu88bjiyiZkB",50,"No 2","no","original"
"R_yUWSIViX283K4rD",50,"No 2","no","original"
"R_1C1imvB2enmJg5x",20,"No 3","no","original"
"R_1iqI5OFDsiPKqu7",-42,"No 3","no","original"
"R_1KvtQ1nlOpQFnff",45,"No 3","no","original"
"R_1LHjLnJ1DNh9y09",10,"No 3","no","original"
"R_1N9pNdZTr6ARHVF",-12,"No 3","no","original"
"R_1o70w1n0MzNVfSV",50,"No 3","no","original"
"R_1ogK7Naa8lQS4yJ",20,"No 3","no","original"
"R_1OP1GWuMU42FwL6",42,"No 3","no","original"
"R_1rBylZKPsSjeFTk",45,"No 3","no","original"
"R_1rHR7zpFqXrXtZG",-5,"No 3","no","original"
"R_26fBGxSQgYvYNxn",50,"No 3","no","original"
"R_28CDZMw1NDVmQbT",50,"No 3","no","original"
"R_28GSc0Rco68Uv5i",21,"No 3","no","original"
"R_2fepZ6v9IDKahaK",10,"No 3","no","original"
"R_2foL5HECX5qlmBQ",20,"No 3","no","original"
"R_2SAhsBTPpZ4VBGG",50,"No 3","no","original"
"R_2X6xFQ3Jhk2J4wJ",41,"No 3","no","original"
"R_2zAXnNMftbG4u74",40,"No 3","no","original"
"R_2ZIa35DvZmTCJd4",0,"No 3","no","original"
"R_32OY3OC79dPgrDK",50,"No 3","no","original"
"R_32RX26yFG4ORMHK",48,"No 3","no","original"
"R_33wLlnO6rzqZJ6g",-10,"No 3","no","original"
"R_3GvO1DJNWWclMBt",-10,"No 3","no","original"
"R_3jTcEaifOT97ZA3",50,"No 3","no","original"
"R_3KrmVnbAUYGSyit",50,"No 3","no","original"
"R_3MoDZiunbjMptzg",50,"No 3","no","original"
"R_3Rk1wdtJeBgqPQy",-18,"No 3","no","original"
"R_3RqOHyZIxaJpwPQ",12,"No 3","no","original"
"R_4UD1SJ72Xn7NZfz",-17,"No 3","no","original"
"R_AcCHryVM0Whjyfv",42,"No 3","no","original"
"R_DUYdwTpwljiCtWN",50,"No 3","no","original"
"R_pFMgJZTq21Ao6Dn",45,"No 3","no","original"
"R_sjbmtkmO0J9EwX7",45,"No 3","no","original"
"R_sOuiHjogNjYIyjv",50,"No 3","no","original"
"R_vYxLFO1RkAsm0ed",31,"No 3","no","original"
"R_WkEX8lBjn1LlF61",-9,"No 3","no","original"
"R_XSaQ33BVtKt0VMJ",20,"No 3","no","original"
"R_yKpMu88bjiyiZkB",50,"No 3","no","original"
"R_yUWSIViX283K4rD",50,"No 3","no","original"
"R_1C1imvB2enmJg5x",-42,"Yes 1","yes","original"
"R_1iqI5OFDsiPKqu7",-50,"Yes 1","yes","original"
"R_1KvtQ1nlOpQFnff",-8,"Yes 1","yes","original"
"R_1LHjLnJ1DNh9y09",-50,"Yes 1","yes","original"
"R_1N9pNdZTr6ARHVF",-7,"Yes 1","yes","original"
"R_1o70w1n0MzNVfSV",-50,"Yes 1","yes","original"
"R_1ogK7Naa8lQS4yJ",-10,"Yes 1","yes","original"
"R_1OP1GWuMU42FwL6",-42,"Yes 1","yes","original"
"R_1rBylZKPsSjeFTk",-12,"Yes 1","yes","original"
"R_1rHR7zpFqXrXtZG",-47,"Yes 1","yes","original"
"R_26fBGxSQgYvYNxn",-50,"Yes 1","yes","original"
"R_28CDZMw1NDVmQbT",-2,"Yes 1","yes","original"
"R_28GSc0Rco68Uv5i",10,"Yes 1","yes","original"
"R_2fepZ6v9IDKahaK",-40,"Yes 1","yes","original"
"R_2foL5HECX5qlmBQ",-32,"Yes 1","yes","original"
"R_2SAhsBTPpZ4VBGG",-20,"Yes 1","yes","original"
"R_2X6xFQ3Jhk2J4wJ",-19,"Yes 1","yes","original"
"R_2zAXnNMftbG4u74",-39,"Yes 1","yes","original"
"R_2ZIa35DvZmTCJd4",-10,"Yes 1","yes","original"
"R_32OY3OC79dPgrDK",50,"Yes 1","yes","original"
"R_32RX26yFG4ORMHK",28,"Yes 1","yes","original"
"R_33wLlnO6rzqZJ6g",-25,"Yes 1","yes","original"
"R_3GvO1DJNWWclMBt",-10,"Yes 1","yes","original"
"R_3jTcEaifOT97ZA3",-50,"Yes 1","yes","original"
"R_3KrmVnbAUYGSyit",50,"Yes 1","yes","original"
"R_3MoDZiunbjMptzg",-50,"Yes 1","yes","original"
"R_3Rk1wdtJeBgqPQy",-40,"Yes 1","yes","original"
"R_3RqOHyZIxaJpwPQ",-41,"Yes 1","yes","original"
"R_4UD1SJ72Xn7NZfz",-46,"Yes 1","yes","original"
"R_AcCHryVM0Whjyfv",-48,"Yes 1","yes","original"
"R_DUYdwTpwljiCtWN",-30,"Yes 1","yes","original"
"R_pFMgJZTq21Ao6Dn",45,"Yes 1","yes","original"
"R_sjbmtkmO0J9EwX7",20,"Yes 1","yes","original"
"R_sOuiHjogNjYIyjv",-50,"Yes 1","yes","original"
"R_vYxLFO1RkAsm0ed",-40,"Yes 1","yes","original"
"R_WkEX8lBjn1LlF61",-41,"Yes 1","yes","original"
"R_XSaQ33BVtKt0VMJ",-10,"Yes 1","yes","original"
"R_yKpMu88bjiyiZkB",-50,"Yes 1","yes","original"
"R_yUWSIViX283K4rD",47,"Yes 1","yes","original"
"R_1C1imvB2enmJg5x",-31,"Yes 2","yes","original"
"R_1iqI5OFDsiPKqu7",-50,"Yes 2","yes","original"
"R_1KvtQ1nlOpQFnff",10,"Yes 2","yes","original"
"R_1LHjLnJ1DNh9y09",-40,"Yes 2","yes","original"
"R_1N9pNdZTr6ARHVF",-24,"Yes 2","yes","original"
"R_1o70w1n0MzNVfSV",-50,"Yes 2","yes","original"
"R_1ogK7Naa8lQS4yJ",-10,"Yes 2","yes","original"
"R_1OP1GWuMU42FwL6",32,"Yes 2","yes","original"
"R_1rBylZKPsSjeFTk",-16,"Yes 2","yes","original"
"R_1rHR7zpFqXrXtZG",-38,"Yes 2","yes","original"
"R_26fBGxSQgYvYNxn",-50,"Yes 2","yes","original"
"R_28CDZMw1NDVmQbT",-2,"Yes 2","yes","original"
"R_28GSc0Rco68Uv5i",-20,"Yes 2","yes","original"
"R_2fepZ6v9IDKahaK",-10,"Yes 2","yes","original"
"R_2foL5HECX5qlmBQ",-10,"Yes 2","yes","original"
"R_2SAhsBTPpZ4VBGG",-15,"Yes 2","yes","original"
"R_2X6xFQ3Jhk2J4wJ",-21,"Yes 2","yes","original"
"R_2zAXnNMftbG4u74",-20,"Yes 2","yes","original"
"R_2ZIa35DvZmTCJd4",0,"Yes 2","yes","original"
"R_32OY3OC79dPgrDK",50,"Yes 2","yes","original"
"R_32RX26yFG4ORMHK",-16,"Yes 2","yes","original"
"R_33wLlnO6rzqZJ6g",-25,"Yes 2","yes","original"
"R_3GvO1DJNWWclMBt",-40,"Yes 2","yes","original"
"R_3jTcEaifOT97ZA3",-20,"Yes 2","yes","original"
"R_3KrmVnbAUYGSyit",-40,"Yes 2","yes","original"
"R_3MoDZiunbjMptzg",-50,"Yes 2","yes","original"
"R_3Rk1wdtJeBgqPQy",-40,"Yes 2","yes","original"
"R_3RqOHyZIxaJpwPQ",-21,"Yes 2","yes","original"
"R_4UD1SJ72Xn7NZfz",-40,"Yes 2","yes","original"
"R_AcCHryVM0Whjyfv",-47,"Yes 2","yes","original"
"R_DUYdwTpwljiCtWN",-8,"Yes 2","yes","original"
"R_pFMgJZTq21Ao6Dn",45,"Yes 2","yes","original"
"R_sjbmtkmO0J9EwX7",46,"Yes 2","yes","original"
"R_sOuiHjogNjYIyjv",0,"Yes 2","yes","original"
"R_vYxLFO1RkAsm0ed",-40,"Yes 2","yes","original"
"R_WkEX8lBjn1LlF61",-40,"Yes 2","yes","original"
"R_XSaQ33BVtKt0VMJ",35,"Yes 2","yes","original"
"R_yKpMu88bjiyiZkB",-50,"Yes 2","yes","original"
"R_yUWSIViX283K4rD",37,"Yes 2","yes","original"
"R_1C1imvB2enmJg5x",-31,"Yes 3","yes","original"
"R_1iqI5OFDsiPKqu7",46,"Yes 3","yes","original"
"R_1KvtQ1nlOpQFnff",10,"Yes 3","yes","original"
"R_1LHjLnJ1DNh9y09",3,"Yes 3","yes","original"
"R_1N9pNdZTr6ARHVF",-41,"Yes 3","yes","original"
"R_1o70w1n0MzNVfSV",-30,"Yes 3","yes","original"
"R_1ogK7Naa8lQS4yJ",10,"Yes 3","yes","original"
"R_1OP1GWuMU42FwL6",42,"Yes 3","yes","original"
"R_1rBylZKPsSjeFTk",16,"Yes 3","yes","original"
"R_1rHR7zpFqXrXtZG",-48,"Yes 3","yes","original"
"R_26fBGxSQgYvYNxn",-40,"Yes 3","yes","original"
"R_28CDZMw1NDVmQbT",50,"Yes 3","yes","original"
"R_28GSc0Rco68Uv5i",10,"Yes 3","yes","original"
"R_2fepZ6v9IDKahaK",-35,"Yes 3","yes","original"
"R_2foL5HECX5qlmBQ",11,"Yes 3","yes","original"
"R_2SAhsBTPpZ4VBGG",50,"Yes 3","yes","original"
"R_2X6xFQ3Jhk2J4wJ",-21,"Yes 3","yes","original"
"R_2zAXnNMftbG4u74",-19,"Yes 3","yes","original"
"R_2ZIa35DvZmTCJd4",-10,"Yes 3","yes","original"
"R_32OY3OC79dPgrDK",50,"Yes 3","yes","original"
"R_32RX26yFG4ORMHK",-22,"Yes 3","yes","original"
"R_33wLlnO6rzqZJ6g",-5,"Yes 3","yes","original"
"R_3GvO1DJNWWclMBt",-40,"Yes 3","yes","original"
"R_3jTcEaifOT97ZA3",-10,"Yes 3","yes","original"
"R_3KrmVnbAUYGSyit",-10,"Yes 3","yes","original"
"R_3MoDZiunbjMptzg",50,"Yes 3","yes","original"
"R_3Rk1wdtJeBgqPQy",-31,"Yes 3","yes","original"
"R_3RqOHyZIxaJpwPQ",34,"Yes 3","yes","original"
"R_4UD1SJ72Xn7NZfz",-46,"Yes 3","yes","original"
"R_AcCHryVM0Whjyfv",-14,"Yes 3","yes","original"
"R_DUYdwTpwljiCtWN",4,"Yes 3","yes","original"
"R_pFMgJZTq21Ao6Dn",45,"Yes 3","yes","original"
"R_sjbmtkmO0J9EwX7",39,"Yes 3","yes","original"
"R_sOuiHjogNjYIyjv",11,"Yes 3","yes","original"
"R_vYxLFO1RkAsm0ed",0,"Yes 3","yes","original"
"R_WkEX8lBjn1LlF61",-44,"Yes 3","yes","original"
"R_XSaQ33BVtKt0VMJ",42,"Yes 3","yes","original"
"R_yKpMu88bjiyiZkB",31,"Yes 3","yes","original"
"R_yUWSIViX283K4rD",47,"Yes 3","yes","original"
"R_1C1imvB2enmJg5x",-46,"Yes 4","yes","original"
"R_1iqI5OFDsiPKqu7",-50,"Yes 4","yes","original"
"R_1KvtQ1nlOpQFnff",20,"Yes 4","yes","original"
"R_1LHjLnJ1DNh9y09",-50,"Yes 4","yes","original"
"R_1N9pNdZTr6ARHVF",-19,"Yes 4","yes","original"
"R_1o70w1n0MzNVfSV",-50,"Yes 4","yes","original"
"R_1ogK7Naa8lQS4yJ",-31,"Yes 4","yes","original"
"R_1OP1GWuMU42FwL6",-40,"Yes 4","yes","original"
"R_1rBylZKPsSjeFTk",-30,"Yes 4","yes","original"
"R_1rHR7zpFqXrXtZG",-50,"Yes 4","yes","original"
"R_26fBGxSQgYvYNxn",-50,"Yes 4","yes","original"
"R_28CDZMw1NDVmQbT",-8,"Yes 4","yes","original"
"R_28GSc0Rco68Uv5i",-4,"Yes 4","yes","original"
"R_2fepZ6v9IDKahaK",-32,"Yes 4","yes","original"
"R_2foL5HECX5qlmBQ",-10,"Yes 4","yes","original"
"R_2SAhsBTPpZ4VBGG",-31,"Yes 4","yes","original"
"R_2X6xFQ3Jhk2J4wJ",20,"Yes 4","yes","original"
"R_2zAXnNMftbG4u74",-47,"Yes 4","yes","original"
"R_2ZIa35DvZmTCJd4",0,"Yes 4","yes","original"
"R_32OY3OC79dPgrDK",50,"Yes 4","yes","original"
"R_32RX26yFG4ORMHK",-32,"Yes 4","yes","original"
"R_33wLlnO6rzqZJ6g",-35,"Yes 4","yes","original"
"R_3GvO1DJNWWclMBt",-50,"Yes 4","yes","original"
"R_3jTcEaifOT97ZA3",-50,"Yes 4","yes","original"
"R_3KrmVnbAUYGSyit",-50,"Yes 4","yes","original"
"R_3MoDZiunbjMptzg",-50,"Yes 4","yes","original"
"R_3Rk1wdtJeBgqPQy",-40,"Yes 4","yes","original"
"R_3RqOHyZIxaJpwPQ",-47,"Yes 4","yes","original"
"R_4UD1SJ72Xn7NZfz",-49,"Yes 4","yes","original"
"R_AcCHryVM0Whjyfv",-50,"Yes 4","yes","original"
"R_DUYdwTpwljiCtWN",-50,"Yes 4","yes","original"
"R_pFMgJZTq21Ao6Dn",40,"Yes 4","yes","original"
"R_sjbmtkmO0J9EwX7",20,"Yes 4","yes","original"
"R_sOuiHjogNjYIyjv",-50,"Yes 4","yes","original"
"R_vYxLFO1RkAsm0ed",-50,"Yes 4","yes","original"
"R_WkEX8lBjn1LlF61",-50,"Yes 4","yes","original"
"R_XSaQ33BVtKt0VMJ",-30,"Yes 4","yes","original"
"R_yKpMu88bjiyiZkB",-50,"Yes 4","yes","original"
"R_yUWSIViX283K4rD",49,"Yes 4","yes","original"
"R_1C1imvB2enmJg5x",-31,"New Yes 7","yes","original"
"R_1iqI5OFDsiPKqu7",-50,"New Yes 7","yes","original"
"R_1KvtQ1nlOpQFnff",-17,"New Yes 7","yes","original"
"R_1LHjLnJ1DNh9y09",-50,"New Yes 7","yes","original"
"R_1N9pNdZTr6ARHVF",-47,"New Yes 7","yes","original"
"R_1o70w1n0MzNVfSV",-40,"New Yes 7","yes","original"
"R_1ogK7Naa8lQS4yJ",-10,"New Yes 7","yes","original"
"R_1OP1GWuMU42FwL6",-39,"New Yes 7","yes","original"
"R_1rBylZKPsSjeFTk",-13,"New Yes 7","yes","original"
"R_1rHR7zpFqXrXtZG",-47,"New Yes 7","yes","original"
"R_26fBGxSQgYvYNxn",50,"New Yes 7","yes","original"
"R_28CDZMw1NDVmQbT",-3,"New Yes 7","yes","original"
"R_28GSc0Rco68Uv5i",-10,"New Yes 7","yes","original"
"R_2fepZ6v9IDKahaK",-42,"New Yes 7","yes","original"
"R_2foL5HECX5qlmBQ",-15,"New Yes 7","yes","original"
"R_2SAhsBTPpZ4VBGG",-13,"New Yes 7","yes","original"
"R_2X6xFQ3Jhk2J4wJ",-21,"New Yes 7","yes","original"
"R_2ZIa35DvZmTCJd4",-10,"New Yes 7","yes","original"
"R_32OY3OC79dPgrDK",50,"New Yes 7","yes","original"
"R_32RX26yFG4ORMHK",-50,"New Yes 7","yes","original"
"R_33wLlnO6rzqZJ6g",-25,"New Yes 7","yes","original"
"R_3GvO1DJNWWclMBt",-30,"New Yes 7","yes","original"
"R_3jTcEaifOT97ZA3",-47,"New Yes 7","yes","original"
"R_3KrmVnbAUYGSyit",-45,"New Yes 7","yes","original"
"R_3MoDZiunbjMptzg",-50,"New Yes 7","yes","original"
"R_3Rk1wdtJeBgqPQy",-40,"New Yes 7","yes","original"
"R_3RqOHyZIxaJpwPQ",-44,"New Yes 7","yes","original"
"R_4UD1SJ72Xn7NZfz",-49,"New Yes 7","yes","original"
"R_AcCHryVM0Whjyfv",-45,"New Yes 7","yes","original"
"R_DUYdwTpwljiCtWN",-25,"New Yes 7","yes","original"
"R_pFMgJZTq21Ao6Dn",35,"New Yes 7","yes","original"
"R_sjbmtkmO0J9EwX7",23,"New Yes 7","yes","original"
"R_sOuiHjogNjYIyjv",-41,"New Yes 7","yes","original"
"R_vYxLFO1RkAsm0ed",-30,"New Yes 7","yes","original"
"R_WkEX8lBjn1LlF61",-50,"New Yes 7","yes","original"
"R_XSaQ33BVtKt0VMJ",-20,"New Yes 7","yes","original"
"R_yKpMu88bjiyiZkB",-20,"New Yes 7","yes","original"
"R_yUWSIViX283K4rD",48,"New Yes 7","yes","original"
"R_1C1imvB2enmJg5x",-23,"New Yes 9","yes","original"
"R_1iqI5OFDsiPKqu7",50,"New Yes 9","yes","original"
"R_1KvtQ1nlOpQFnff",13,"New Yes 9","yes","original"
"R_1LHjLnJ1DNh9y09",0,"New Yes 9","yes","original"
"R_1N9pNdZTr6ARHVF",-20,"New Yes 9","yes","original"
"R_1o70w1n0MzNVfSV",50,"New Yes 9","yes","original"
"R_1ogK7Naa8lQS4yJ",10,"New Yes 9","yes","original"
"R_1OP1GWuMU42FwL6",42,"New Yes 9","yes","original"
"R_1rBylZKPsSjeFTk",29,"New Yes 9","yes","original"
"R_1rHR7zpFqXrXtZG",-40,"New Yes 9","yes","original"
"R_26fBGxSQgYvYNxn",-40,"New Yes 9","yes","original"
"R_28CDZMw1NDVmQbT",50,"New Yes 9","yes","original"
"R_28GSc0Rco68Uv5i",-10,"New Yes 9","yes","original"
"R_2fepZ6v9IDKahaK",-21,"New Yes 9","yes","original"
"R_2foL5HECX5qlmBQ",20,"New Yes 9","yes","original"
"R_2SAhsBTPpZ4VBGG",50,"New Yes 9","yes","original"
"R_2X6xFQ3Jhk2J4wJ",41,"New Yes 9","yes","original"
"R_2zAXnNMftbG4u74",7,"New Yes 9","yes","original"
"R_2ZIa35DvZmTCJd4",-11,"New Yes 9","yes","original"
"R_32OY3OC79dPgrDK",50,"New Yes 9","yes","original"
"R_32RX26yFG4ORMHK",-3,"New Yes 9","yes","original"
"R_33wLlnO6rzqZJ6g",0,"New Yes 9","yes","original"
"R_3GvO1DJNWWclMBt",-10,"New Yes 9","yes","original"
"R_3jTcEaifOT97ZA3",31,"New Yes 9","yes","original"
"R_3KrmVnbAUYGSyit",-45,"New Yes 9","yes","original"
"R_3MoDZiunbjMptzg",-35,"New Yes 9","yes","original"
"R_3Rk1wdtJeBgqPQy",-36,"New Yes 9","yes","original"
"R_3RqOHyZIxaJpwPQ",35,"New Yes 9","yes","original"
"R_4UD1SJ72Xn7NZfz",-32,"New Yes 9","yes","original"
"R_AcCHryVM0Whjyfv",-2,"New Yes 9","yes","original"
"R_DUYdwTpwljiCtWN",22,"New Yes 9","yes","original"
"R_pFMgJZTq21Ao6Dn",45,"New Yes 9","yes","original"
"R_sjbmtkmO0J9EwX7",37,"New Yes 9","yes","original"
"R_sOuiHjogNjYIyjv",41,"New Yes 9","yes","original"
"R_vYxLFO1RkAsm0ed",-4,"New Yes 9","yes","original"
"R_WkEX8lBjn1LlF61",-15,"New Yes 9","yes","original"
"R_XSaQ33BVtKt0VMJ",20,"New Yes 9","yes","original"
"R_yKpMu88bjiyiZkB",41,"New Yes 9","yes","original"
"R_yUWSIViX283K4rD",39,"New Yes 9","yes","original"
"R_1C1imvB2enmJg5x",-26,"New Yes 10","yes","original"
"R_1iqI5OFDsiPKqu7",-31,"New Yes 10","yes","original"
"R_1KvtQ1nlOpQFnff",-18,"New Yes 10","yes","original"
"R_1LHjLnJ1DNh9y09",-49,"New Yes 10","yes","original"
"R_1N9pNdZTr6ARHVF",-19,"New Yes 10","yes","original"
"R_1o70w1n0MzNVfSV",-50,"New Yes 10","yes","original"
"R_1ogK7Naa8lQS4yJ",-10,"New Yes 10","yes","original"
"R_1OP1GWuMU42FwL6",-41,"New Yes 10","yes","original"
"R_1rBylZKPsSjeFTk",-31,"New Yes 10","yes","original"
"R_1rHR7zpFqXrXtZG",-25,"New Yes 10","yes","original"
"R_26fBGxSQgYvYNxn",-50,"New Yes 10","yes","original"
"R_28CDZMw1NDVmQbT",-3,"New Yes 10","yes","original"
"R_28GSc0Rco68Uv5i",-5,"New Yes 10","yes","original"
"R_2fepZ6v9IDKahaK",-26,"New Yes 10","yes","original"
"R_2foL5HECX5qlmBQ",-10,"New Yes 10","yes","original"
"R_2SAhsBTPpZ4VBGG",-17,"New Yes 10","yes","original"
"R_2X6xFQ3Jhk2J4wJ",-20,"New Yes 10","yes","original"
"R_2zAXnNMftbG4u74",-28,"New Yes 10","yes","original"
"R_2ZIa35DvZmTCJd4",10,"New Yes 10","yes","original"
"R_32OY3OC79dPgrDK",50,"New Yes 10","yes","original"
"R_32RX26yFG4ORMHK",-19,"New Yes 10","yes","original"
"R_33wLlnO6rzqZJ6g",-25,"New Yes 10","yes","original"
"R_3GvO1DJNWWclMBt",-40,"New Yes 10","yes","original"
"R_3jTcEaifOT97ZA3",-10,"New Yes 10","yes","original"
"R_3KrmVnbAUYGSyit",-35,"New Yes 10","yes","original"
"R_3MoDZiunbjMptzg",-50,"New Yes 10","yes","original"
"R_3Rk1wdtJeBgqPQy",-44,"New Yes 10","yes","original"
"R_3RqOHyZIxaJpwPQ",-33,"New Yes 10","yes","original"
"R_4UD1SJ72Xn7NZfz",-39,"New Yes 10","yes","original"
"R_AcCHryVM0Whjyfv",-33,"New Yes 10","yes","original"
"R_DUYdwTpwljiCtWN",-18,"New Yes 10","yes","original"
"R_pFMgJZTq21Ao6Dn",35,"New Yes 10","yes","original"
"R_sjbmtkmO0J9EwX7",31,"New Yes 10","yes","original"
"R_sOuiHjogNjYIyjv",-20,"New Yes 10","yes","original"
"R_vYxLFO1RkAsm0ed",-50,"New Yes 10","yes","original"
"R_WkEX8lBjn1LlF61",-36,"New Yes 10","yes","original"
"R_XSaQ33BVtKt0VMJ",-15,"New Yes 10","yes","original"
"R_yKpMu88bjiyiZkB",-26,"New Yes 10","yes","original"
"R_yUWSIViX283K4rD",-24,"New Yes 10","yes","original"
"R_1C1imvB2enmJg5x",-43,"Maybe 1","maybe","original"
"R_1iqI5OFDsiPKqu7",50,"Maybe 1","maybe","original"
"R_1KvtQ1nlOpQFnff",50,"Maybe 1","maybe","original"
"R_1LHjLnJ1DNh9y09",50,"Maybe 1","maybe","original"
"R_1N9pNdZTr6ARHVF",31,"Maybe 1","maybe","original"
"R_1o70w1n0MzNVfSV",50,"Maybe 1","maybe","original"
"R_1ogK7Naa8lQS4yJ",50,"Maybe 1","maybe","original"
"R_1OP1GWuMU42FwL6",40,"Maybe 1","maybe","original"
"R_1rBylZKPsSjeFTk",50,"Maybe 1","maybe","original"
"R_1rHR7zpFqXrXtZG",18,"Maybe 1","maybe","original"
"R_26fBGxSQgYvYNxn",50,"Maybe 1","maybe","original"
"R_28CDZMw1NDVmQbT",50,"Maybe 1","maybe","original"
"R_28GSc0Rco68Uv5i",15,"Maybe 1","maybe","original"
"R_2fepZ6v9IDKahaK",0,"Maybe 1","maybe","original"
"R_2foL5HECX5qlmBQ",45,"Maybe 1","maybe","original"
"R_2SAhsBTPpZ4VBGG",50,"Maybe 1","maybe","original"
"R_2X6xFQ3Jhk2J4wJ",50,"Maybe 1","maybe","original"
"R_2zAXnNMftbG4u74",47,"Maybe 1","maybe","original"
"R_2ZIa35DvZmTCJd4",0,"Maybe 1","maybe","original"
"R_32OY3OC79dPgrDK",38,"Maybe 1","maybe","original"
"R_32RX26yFG4ORMHK",47,"Maybe 1","maybe","original"
"R_33wLlnO6rzqZJ6g",50,"Maybe 1","maybe","original"
"R_3GvO1DJNWWclMBt",-10,"Maybe 1","maybe","original"
"R_3jTcEaifOT97ZA3",50,"Maybe 1","maybe","original"
"R_3KrmVnbAUYGSyit",40,"Maybe 1","maybe","original"
"R_3MoDZiunbjMptzg",50,"Maybe 1","maybe","original"
